position,gene,ID,type,start,end,strand,strain,central_gene,core_status,isolate_count
-8,,ECOR11_02088,CDS,11699,11902,-,ECOR11_PROKKA,eamA,core,44
-7,ydfH,ECOR11_02089,CDS,12079,12765,-,ECOR11_PROKKA,eamA,core,44
-6,ydfG,ECOR11_02090,CDS,12854,13600,-,ECOR11_PROKKA,eamA,core,44
-5,dcp,ECOR11_02091,CDS,13737,15782,+,ECOR11_PROKKA,eamA,core,44
-4,,ECOR11_02092,CDS,15826,16344,-,ECOR11_PROKKA,eamA,non_core,10
-3,ydeI,ECOR11_02093,CDS,16620,17012,+,ECOR11_PROKKA,eamA,non_core,18
-2,ydeH,ECOR11_02094,CDS,17267,18157,+,ECOR11_PROKKA,eamA,non_core,35
-1,yneM,ECOR11_02095,CDS,18376,18471,-,ECOR11_PROKKA,eamA,soft_core,42
0,ydeE,ECOR11_02096,CDS,18598,19785,-,ECOR11_PROKKA,eamA,core,44
1,eamA,ECOR11_02097,CDS,19980,20798,+,ECOR11_PROKKA,eamA,non_core,1
2,marB,ECOR11_02098,CDS,20909,21127,-,ECOR11_PROKKA,eamA,core,44
3,marA,ECOR11_02099,CDS,21159,21542,-,ECOR11_PROKKA,eamA,core,44
4,marR,ECOR11_02100,CDS,21562,21996,-,ECOR11_PROKKA,eamA,core,44
5,marC,ECOR11_02101,CDS,22208,22873,+,ECOR11_PROKKA,eamA,core,44
6,ydeA,ECOR11_02102,CDS,22898,24088,-,ECOR11_PROKKA,eamA,core,44
7,yneK,ECOR11_02103,CDS,24238,25353,-,ECOR11_PROKKA,eamA,non_core,20
8,yneJ,ECOR11_02104,CDS,25431,26312,-,ECOR11_PROKKA,eamA,core,44
9,sad,ECOR11_02105,CDS,26413,27801,+,ECOR11_PROKKA,eamA,core,44
-9,mfd,ECOR51_00823,CDS,47007,50501,+,ECOR51_PROKKA,fhuE,core,44
-8,ycfS,ECOR51_00824,CDS,50647,51606,+,ECOR51_PROKKA,fhuE,core,44
-7,bhsA_2,ECOR51_00825,CDS,51688,51945,-,ECOR51_PROKKA,fhuE,core,44
-6,comR,ECOR51_00826,CDS,52186,52818,+,ECOR51_PROKKA,fhuE,core,44
-5,,ECOR51_00827,CDS,52880,53419,-,ECOR51_PROKKA,fhuE,core,44
-4,ndh,ECOR51_00828,CDS,53646,54950,-,ECOR51_PROKKA,fhuE,core,44
-3,,ECOR51_00829,CDS,55349,55891,-,ECOR51_PROKKA,fhuE,core,44
-2,nagZ,ECOR51_00830,CDS,55914,56939,-,ECOR51_PROKKA,fhuE,core,44
-1,thiK,ECOR51_00831,CDS,56950,57774,-,ECOR51_PROKKA,fhuE,core,44
0,lpoB,ECOR51_00832,CDS,57755,58396,-,ECOR51_PROKKA,fhuE,core,44
1,,ECOR51_00833,CDS,58410,58763,-,ECOR51_PROKKA,fhuE,core,44
2,hinT,ECOR51_00834,CDS,58790,59149,-,ECOR51_PROKKA,fhuE,core,44
3,fhuE,ECOR51_00835,CDS,59471,61660,+,ECOR51_PROKKA,fhuE,non_core,5
4,ptsG_1,ECOR51_00836,CDS,61720,62496,-,ECOR51_PROKKA,fhuE,non_core,40
5,ptsG_2,ECOR51_00837,CDS,62512,63153,-,ECOR51_PROKKA,fhuE,non_core,5
6,ycfH,ECOR51_00838,CDS,63448,64245,-,ECOR51_PROKKA,fhuE,core,44
7,holB,ECOR51_00839,CDS,64256,65260,-,ECOR51_PROKKA,fhuE,core,44
8,tmk_1,ECOR51_00840,CDS,65257,65898,-,ECOR51_PROKKA,fhuE,core,44
9,mltG,ECOR51_00841,CDS,65888,66910,-,ECOR51_PROKKA,fhuE,core,44
-9,yjjI,ECOR53_03142,CDS,251538,253088,+,ECOR53_PROKKA,fhuF,core,44
-8,yjjW,ECOR53_03143,CDS,253219,253923,+,ECOR53_PROKKA,fhuF,core,44
-7,yjjV,ECOR53_03144,CDS,254140,254919,-,ECOR53_PROKKA,fhuF,core,44
-6,,ECOR53_03145,CDS,254916,255989,-,ECOR53_PROKKA,fhuF,non_core,1
-5,,ECOR53_03146,CDS,256113,256274,-,ECOR53_PROKKA,fhuF,core,44
-4,osmY_1,ECOR53_03147,CDS,256401,257006,-,ECOR53_PROKKA,fhuF,core,44
-3,prfC,ECOR53_03148,CDS,257408,259024,-,ECOR53_PROKKA,fhuF,core,44
-2,yjjG,ECOR53_03149,CDS,259088,259765,-,ECOR53_PROKKA,fhuF,core,44
-1,rimI,ECOR53_03150,CDS,259780,260226,-,ECOR53_PROKKA,fhuF,core,44
0,holD,ECOR53_03151,CDS,260195,260608,-,ECOR53_PROKKA,fhuF,non_core,1
1,rsmC,ECOR53_03152,CDS,260711,261742,+,ECOR53_PROKKA,fhuF,core,44
2,,ECOR53_03156,CDS,262413,262649,-,ECOR53_PROKKA,fhuF,non_core,1
3,fhuF,ECOR53_03157,CDS,262790,263575,+,ECOR53_PROKKA,fhuF,non_core,1
4,bglJ,ECOR53_03158,CDS,263612,264289,-,ECOR53_PROKKA,fhuF,non_core,1
5,yjjQ,ECOR53_03159,CDS,264247,264972,-,ECOR53_PROKKA,fhuF,non_core,39
6,yjjP,ECOR53_03160,CDS,265600,266370,+,ECOR53_PROKKA,fhuF,core,44
7,,ECOR53_03161,CDS,266361,266834,+,ECOR53_PROKKA,fhuF,core,44
8,dnaT,ECOR53_03162,CDS,266941,267480,+,ECOR53_PROKKA,fhuF,core,44
9,dnaC,ECOR53_03163,CDS,267483,268220,+,ECOR53_PROKKA,fhuF,core,44
-9,rnhA,9d38f563c3a26fdef9221ebcd767f53a_454,CDS,235535,236002,-,MG1655,flhA_1,core,44
-8,dnaQ,9d38f563c3a26fdef9221ebcd767f53a_456,CDS,236067,236798,+,MG1655,flhA_1,core,44
-7,yafT,9d38f563c3a26fdef9221ebcd767f53a_461,CDS,237335,238120,+,MG1655,flhA_1,non_core,7
-6,ykfM,9d38f563c3a26fdef9221ebcd767f53a_463,CDS,238257,238736,-,MG1655,flhA_1,non_core,6
-5,yafV,9d38f563c3a26fdef9221ebcd767f53a_467,CDS,239419,240189,-,MG1655,flhA_1,core,44
-4,ivy,9d38f563c3a26fdef9221ebcd767f53a_469,CDS,240343,240816,+,MG1655,flhA_1,core,44
-3,fadE,9d38f563c3a26fdef9221ebcd767f53a_471,CDS,240859,243303,-,MG1655,flhA_1,core,44
-2,gmhA,9d38f563c3a26fdef9221ebcd767f53a_473,CDS,243543,244121,+,MG1655,flhA_1,core,44
-1,yafJ,9d38f563c3a26fdef9221ebcd767f53a_475,CDS,244327,245094,+,MG1655,flhA_1,core,44
0,ldtF,9d38f563c3a26fdef9221ebcd767f53a_477,CDS,245065,245805,-,MG1655,flhA_1,core,44
1,yafQ,9d38f563c3a26fdef9221ebcd767f53a_479,CDS,245961,246239,-,MG1655,flhA_1,non_core,11
2,dinJ,9d38f563c3a26fdef9221ebcd767f53a_481,CDS,246242,246502,-,MG1655,flhA_1,non_core,11
3,yafL,9d38f563c3a26fdef9221ebcd767f53a_483,CDS,246712,247461,+,MG1655,flhA_1,core,44
4,rayT,9d38f563c3a26fdef9221ebcd767f53a_485,CDS,247637,248134,+,MG1655,flhA_1,non_core,16
5,dinB,9d38f563c3a26fdef9221ebcd767f53a_489,CDS,250898,251953,+,MG1655,flhA_1,core,44
6,yafN,9d38f563c3a26fdef9221ebcd767f53a_491,CDS,252005,252298,+,MG1655,flhA_1,non_core,23
7,yafO,9d38f563c3a26fdef9221ebcd767f53a_493,CDS,252301,252699,+,MG1655,flhA_1,non_core,22
8,yafP,9d38f563c3a26fdef9221ebcd767f53a_495,CDS,252709,253161,+,MG1655,flhA_1,non_core,36
9,pepD,9d38f563c3a26fdef9221ebcd767f53a_499,CDS,254259,255716,-,MG1655,flhA_1,core,44
-9,yecE,2b84de5415a5ca9477dbe99a5510e5bf_4261,CDS,2113683,2114501,+,CFT073,flhB,non_core,36
-8,yecN,2b84de5415a5ca9477dbe99a5510e5bf_4263,CDS,2114554,2114949,+,CFT073,flhB,core,44
-7,cmoA,2b84de5415a5ca9477dbe99a5510e5bf_4265,CDS,2114990,2115733,+,CFT073,flhB,core,44
-6,cmoB,2b84de5415a5ca9477dbe99a5510e5bf_4267,CDS,2115730,2116701,+,CFT073,flhB,core,44
-5,torZ,2b84de5415a5ca9477dbe99a5510e5bf_4269,CDS,2116866,2119295,-,CFT073,flhB,non_core,28
-4,torY,2b84de5415a5ca9477dbe99a5510e5bf_4271,CDS,2119320,2120420,-,CFT073,flhB,core,44
-3,cutC,2b84de5415a5ca9477dbe99a5510e5bf_4273,CDS,2120808,2121554,-,CFT073,flhB,core,44
-2,yecM,2b84de5415a5ca9477dbe99a5510e5bf_4275,CDS,2121568,2122134,-,CFT073,flhB,core,44
-1,argS,2b84de5415a5ca9477dbe99a5510e5bf_4277,CDS,2122350,2124083,+,CFT073,flhB,core,44
0,flhe,2b84de5415a5ca9477dbe99a5510e5bf_4279,CDS,2124136,2124528,-,CFT073,flhB,core,44
1,flhA,2b84de5415a5ca9477dbe99a5510e5bf_4281,CDS,2124528,2126606,-,CFT073,flhB,core,44
2,flhB,2b84de5415a5ca9477dbe99a5510e5bf_4283,CDS,2126599,2127746,-,CFT073,flhB,unknown,
3,cheZ,2b84de5415a5ca9477dbe99a5510e5bf_4285,CDS,2127955,2128599,-,CFT073,flhB,core,44
4,cheY,2b84de5415a5ca9477dbe99a5510e5bf_4287,CDS,2128610,2128999,-,CFT073,flhB,core,44
5,cheB,2b84de5415a5ca9477dbe99a5510e5bf_4289,CDS,2129014,2130063,-,CFT073,flhB,core,44
6,cheR,2b84de5415a5ca9477dbe99a5510e5bf_4291,CDS,2130066,2130926,-,CFT073,flhB,core,44
7,,2b84de5415a5ca9477dbe99a5510e5bf_4293,CDS,2131041,2131171,-,CFT073,flhB,unknown,
8,tar,2b84de5415a5ca9477dbe99a5510e5bf_4295,CDS,2131217,2132878,-,CFT073,flhB,core,44
9,cheW,2b84de5415a5ca9477dbe99a5510e5bf_4297,CDS,2133023,2133526,-,CFT073,flhB,core,44
-9,amyA,NBPOCE_05345,CDS,816360,817847,+,KE54,fliG,core,44
-8,,NBPOCE_05350,CDS,817881,818294,-,KE54,fliG,core,44
-7,yedE,NBPOCE_05355,CDS,818481,819686,+,KE54,fliG,core,44
-6,yedF,NBPOCE_05360,CDS,819683,819916,+,KE54,fliG,core,44
-5,,NBPOCE_05365,CDS,820025,820522,+,KE54,fliG,soft_core,42
-4,,NBPOCE_05370,CDS,820404,820673,-,KE54,fliG,non_core,12
-3,tnpA,NBPOCE_05375,CDS,820732,821280,+,KE54,fliG,non_core,11
-2,ybcM,NBPOCE_05380,CDS,821437,822234,-,KE54,fliG,non_core,32
-1,ybcL,NBPOCE_05385,CDS,822244,822795,-,KE54,fliG,non_core,34
0,emrE,NBPOCE_05390,CDS,822964,823296,-,KE54,fliG,non_core,32
1,fliE,NBPOCE_05395,CDS,823640,823954,-,KE54,fliG,core,44
2,fliF,NBPOCE_05400,CDS,824169,825827,+,KE54,fliG,core,44
3,fliG,NBPOCE_05405,CDS,825820,826722,+,KE54,fliG,non_core,1
4,fliH,NBPOCE_05410,CDS,826715,827401,+,KE54,fliG,core,44
5,fliI,NBPOCE_05415,CDS,827401,828774,+,KE54,fliG,core,44
6,fliJ,NBPOCE_05420,CDS,828793,829236,+,KE54,fliG,core,44
7,fliK,NBPOCE_05425,CDS,829233,830360,+,KE54,fliG,core,44
8,fliL,NBPOCE_05430,CDS,830465,830929,+,KE54,fliG,core,44
9,fliM,NBPOCE_05435,CDS,830934,831938,+,KE54,fliG,core,44
-9,,ECOR66_02460,CDS,402620,403849,+,ECOR66_PROKKA,folK,core,44
-8,panD,ECOR66_02461,CDS,403853,404233,-,ECOR66_PROKKA,folK,core,44
-7,,ECOR66_02462,CDS,404507,405397,+,ECOR66_PROKKA,folK,non_core,20
-6,panC,ECOR66_02463,CDS,405479,406330,-,ECOR66_PROKKA,folK,core,44
-5,panB,ECOR66_02464,CDS,406342,407136,-,ECOR66_PROKKA,folK,core,44
-4,,ECOR66_02465,CDS,407269,408381,-,ECOR66_PROKKA,folK,non_core,1
-3,yadK,ECOR66_02466,CDS,408393,408983,-,ECOR66_PROKKA,folK,non_core,1
-2,yadL,ECOR66_02467,CDS,409004,409609,-,ECOR66_PROKKA,folK,non_core,1
-1,yadM,ECOR66_02468,CDS,409624,410181,-,ECOR66_PROKKA,folK,non_core,1
0,htrE,ECOR66_02469,CDS,410196,412793,-,ECOR66_PROKKA,folK,non_core,1
1,yadV,ECOR66_02470,CDS,412834,413559,-,ECOR66_PROKKA,folK,non_core,1
2,yadN,ECOR66_02471,CDS,413641,414234,-,ECOR66_PROKKA,folK,non_core,2
3,folK,ECOR66_02472,CDS,414567,415046,-,ECOR66_PROKKA,folK,non_core,1
4,pcnB,ECOR66_02473,CDS,415043,416407,-,ECOR66_PROKKA,folK,core,44
5,gluQ,ECOR66_02474,CDS,416500,417426,-,ECOR66_PROKKA,folK,core,44
6,dksA,ECOR66_02475,CDS,417463,417918,-,ECOR66_PROKKA,folK,core,44
7,sfsA,ECOR66_02476,CDS,418096,418800,-,ECOR66_PROKKA,folK,core,44
8,thpR,ECOR66_02477,CDS,418815,419345,-,ECOR66_PROKKA,folK,core,44
9,hrpB,ECOR66_02478,CDS,419419,421848,+,ECOR66_PROKKA,folK,core,44
-9,,ECOR48_02954,CDS,38789,39064,+,ECOR48_PROKKA,fryC,non_core,18
-8,,ECOR48_02955,CDS,39141,39383,-,ECOR48_PROKKA,fryC,core,44
-7,lpxP,ECOR48_02956,CDS,39736,40656,+,ECOR48_PROKKA,fryC,core,44
-6,alaC,ECOR48_02957,CDS,41148,42386,-,ECOR48_PROKKA,fryC,core,44
-5,ypdA,ECOR48_02958,CDS,42763,44460,+,ECOR48_PROKKA,fryC,core,44
-4,ypdB,ECOR48_02959,CDS,44475,45209,+,ECOR48_PROKKA,fryC,core,44
-3,rhaR_6,ECOR48_02960,CDS,45222,46079,+,ECOR48_PROKKA,fryC,core,44
-2,fryA_2,ECOR48_02961,CDS,46082,48577,-,ECOR48_PROKKA,fryC,core,44
-1,ypdE,ECOR48_02962,CDS,48602,49639,-,ECOR48_PROKKA,fryC,core,44
0,ypdF,ECOR48_02963,CDS,49639,50724,-,ECOR48_PROKKA,fryC,core,44
1,fryC,ECOR48_02964,CDS,50739,51986,-,ECOR48_PROKKA,fryC,non_core,2
2,fryB_2,ECOR48_02965,CDS,52008,52334,-,ECOR48_PROKKA,fryC,core,44
3,glk,ECOR48_02966,CDS,52554,53519,-,ECOR48_PROKKA,fryC,core,44
4,yfeO,ECOR48_02967,CDS,53723,54979,+,ECOR48_PROKKA,fryC,core,44
5,,ECOR48_02968,CDS,55094,55420,+,ECOR48_PROKKA,fryC,core,44
6,,ECOR48_02969,CDS,575,949,+,ECOR48_PROKKA,fryC,non_core,1
7,,ECOR48_02970,CDS,1234,1743,+,ECOR48_PROKKA,fryC,non_core,18
8,phrB,ECOR48_02971,CDS,1740,3158,+,ECOR48_PROKKA,fryC,core,44
9,dtpD,ECOR48_02972,CDS,3201,4682,-,ECOR48_PROKKA,fryC,core,44
-9,panD,DADKIG_19070,CDS,3814547,3814927,+,KE46,gcd,core,44
-8,yadE,DADKIG_19075,CDS,3814931,3816160,-,KE46,gcd,core,44
-7,yadI,DADKIG_19080,CDS,3816224,3816664,-,KE46,gcd,core,44
-6,yadH,DADKIG_19085,CDS,3816769,3817539,-,KE46,gcd,core,44
-5,yadG,DADKIG_19090,CDS,3817536,3818462,-,KE46,gcd,core,44
-4,can,DADKIG_19095,CDS,3818571,3819233,+,KE46,gcd,core,44
-3,hpt,DADKIG_19100,CDS,3819274,3819810,-,KE46,gcd,core,44
-2,gcd,DADKIG_19105,CDS,3820016,3822406,+,KE46,gcd,non_core,2
-1,tnp,DADKIG_19110,CDS,3822623,3823603,-,KE46,gcd,non_core,1
0,cueO,DADKIG_19115,CDS,3823887,3825437,-,KE46,gcd,core,44
1,yacC,DADKIG_19120,CDS,3825642,3825950,+,KE46,gcd,core,44
2,speE,DADKIG_19125,CDS,3826056,3826922,+,KE46,gcd,core,44
3,speD,DADKIG_19130,CDS,3826938,3827732,+,KE46,gcd,core,44
4,yacL,DADKIG_19135,CDS,3827770,3828132,-,KE46,gcd,core,44
5,acnB,DADKIG_19140,CDS,3828307,3830904,-,KE46,gcd,core,44
6,,DADKIG_19145,CDS,3831259,3832428,+,KE46,gcd,non_core,11
7,,DADKIG_19150,CDS,3832425,3833015,+,KE46,gcd,non_core,2
8,lpdA,DADKIG_19155,CDS,3833086,3834510,-,KE46,gcd,core,44
9,aceF,DADKIG_19160,CDS,3834835,3836727,-,KE46,gcd,core,44
-9,rpe_1,ECOR64_01677,CDS,446110,446754,+,ECOR64_PROKKA,ghoT,non_core,3
-8,fabG_3,ECOR64_01678,CDS,446850,447602,+,ECOR64_PROKKA,ghoT,non_core,3
-7,hxlB_1,ECOR64_01679,CDS,447618,448178,+,ECOR64_PROKKA,ghoT,non_core,3
-6,gltC,ECOR64_01681,CDS,448639,449556,+,ECOR64_PROKKA,ghoT,core,44
-5,,ECOR64_01682,CDS,450033,450161,-,ECOR64_PROKKA,ghoT,non_core,1
-4,cadA,ECOR64_01683,CDS,313,2460,+,ECOR64_PROKKA,ghoT,core,44
-3,dtpC,ECOR64_01684,CDS,2519,3976,+,ECOR64_PROKKA,ghoT,core,44
-2,lysU,ECOR64_01685,CDS,4213,5730,+,ECOR64_PROKKA,ghoT,core,44
-1,ghoS,ECOR64_01686,CDS,6050,6346,-,ECOR64_PROKKA,ghoT,core,44
0,yjdJ,ECOR64_01687,CDS,6575,6847,-,ECOR64_PROKKA,ghoT,core,44
1,,ECOR64_01688,CDS,6859,7089,-,ECOR64_PROKKA,ghoT,core,44
2,dcuS,ECOR64_01689,CDS,7270,8901,+,ECOR64_PROKKA,ghoT,core,44
3,dcuR,ECOR64_01690,CDS,8898,9617,+,ECOR64_PROKKA,ghoT,core,44
4,dcuB,ECOR64_01691,CDS,10188,11528,+,ECOR64_PROKKA,ghoT,core,44
5,fumB,ECOR64_01692,CDS,11606,13252,+,ECOR64_PROKKA,ghoT,core,44
6,yjdF,ECOR64_01693,CDS,13375,14025,+,ECOR64_PROKKA,ghoT,soft_core,43
7,melA,ECOR64_01694,CDS,14022,15377,-,ECOR64_PROKKA,ghoT,core,44
8,melR_1,ECOR64_01695,CDS,15660,16568,+,ECOR64_PROKKA,ghoT,soft_core,42
9,adiA,ECOR64_01696,CDS,16764,19034,+,ECOR64_PROKKA,ghoT,core,44
-9,feoC,9d38f563c3a26fdef9221ebcd767f53a_7263,CDS,3542728,3542964,+,MG1655,glpR,core,44
-8,rpnA,9d38f563c3a26fdef9221ebcd767f53a_7265,CDS,3543167,3544045,+,MG1655,glpR,non_core,30
-7,bioH,9d38f563c3a26fdef9221ebcd767f53a_7267,CDS,3544074,3544844,-,MG1655,glpR,core,44
-6,yhgH,9d38f563c3a26fdef9221ebcd767f53a_7269,CDS,3544882,3545565,+,MG1655,glpR,core,44
-5,nfuA,9d38f563c3a26fdef9221ebcd767f53a_7271,CDS,3545624,3546199,+,MG1655,glpR,core,44
-4,gntT,9d38f563c3a26fdef9221ebcd767f53a_7273,CDS,3546559,3547875,+,MG1655,glpR,core,44
-3,malQ,9d38f563c3a26fdef9221ebcd767f53a_7275,CDS,3547986,3550070,-,MG1655,glpR,non_core,32
-2,malP,9d38f563c3a26fdef9221ebcd767f53a_7277,CDS,3550080,3552473,-,MG1655,glpR,core,44
-1,malT,9d38f563c3a26fdef9221ebcd767f53a_7279,CDS,3553085,3555790,+,MG1655,glpR,core,44
0,rtcA,9d38f563c3a26fdef9221ebcd767f53a_7281,CDS,3555833,3556849,-,MG1655,glpR,core,44
1,rtcB,9d38f563c3a26fdef9221ebcd767f53a_7283,CDS,3556853,3558079,-,MG1655,glpR,non_core,38
2,rtcR,9d38f563c3a26fdef9221ebcd767f53a_7285,CDS,3558268,3559866,+,MG1655,glpR,soft_core,43
3,glpG,9d38f563c3a26fdef9221ebcd767f53a_7288,CDS,3560622,3561452,-,MG1655,glpR,core,44
4,glpE,9d38f563c3a26fdef9221ebcd767f53a_7290,CDS,3561497,3561823,-,MG1655,glpR,core,44
5,glpD,9d38f563c3a26fdef9221ebcd767f53a_7292,CDS,3562013,3563518,+,MG1655,glpR,core,44
6,yzgL,9d38f563c3a26fdef9221ebcd767f53a_7294,CDS,3563724,3564005,-,MG1655,glpR,non_core,8
7,glgP,9d38f563c3a26fdef9221ebcd767f53a_7296,CDS,3564134,3566581,-,MG1655,glpR,core,44
8,glgA,9d38f563c3a26fdef9221ebcd767f53a_7298,CDS,3566600,3568033,-,MG1655,glpR,core,44
9,glgC,9d38f563c3a26fdef9221ebcd767f53a_7300,CDS,3568033,3569328,-,MG1655,glpR,core,44
-9,,ECOR4_02371,CDS,11455,12720,+,ECOR4_PROKKA,hisI,non_core,1
-8,,ECOR4_02372,CDS,12710,13762,+,ECOR4_PROKKA,hisI,non_core,1
-7,,ECOR4_02373,CDS,13740,14633,+,ECOR4_PROKKA,hisI,non_core,1
-6,bshA,ECOR4_02374,CDS,14630,15754,+,ECOR4_PROKKA,hisI,non_core,1
-5,gnd,ECOR4_02375,CDS,15933,17339,+,ECOR4_PROKKA,hisI,core,44
-4,ugd,ECOR4_02376,CDS,17574,18704,+,ECOR4_PROKKA,hisI,non_core,1
-3,wbgU,ECOR4_02377,CDS,18763,19767,-,ECOR4_PROKKA,hisI,non_core,1
-2,wzzB,ECOR4_02378,CDS,20165,21148,+,ECOR4_PROKKA,hisI,non_core,1
-1,hisI,ECOR4_02379,CDS,21204,21815,-,ECOR4_PROKKA,hisI,non_core,1
0,hisF,ECOR4_02380,CDS,21809,22585,-,ECOR4_PROKKA,hisI,core,44
1,hisA,ECOR4_02381,CDS,22567,23304,-,ECOR4_PROKKA,hisI,core,44
2,hisH,ECOR4_02382,CDS,23304,23894,-,ECOR4_PROKKA,hisI,core,44
3,hisB,ECOR4_02383,CDS,23894,24961,-,ECOR4_PROKKA,hisI,core,44
4,hisC,ECOR4_02384,CDS,24961,26031,-,ECOR4_PROKKA,hisI,core,44
5,hisD,ECOR4_02385,CDS,26028,27332,-,ECOR4_PROKKA,hisI,core,44
6,hisG,ECOR4_02386,CDS,27338,28237,-,ECOR4_PROKKA,hisI,core,44
7,yefM,ECOR4_02387,CDS,28716,28967,+,ECOR4_PROKKA,hisI,non_core,38
8,yoeB,ECOR4_02388,CDS,28964,29218,+,ECOR4_PROKKA,hisI,non_core,38
9,yeeZ,ECOR4_02389,CDS,29301,30125,+,ECOR4_PROKKA,hisI,core,44
-9,deoC,ECOR53_03141,CDS,250501,251280,-,ECOR53_PROKKA,holD,core,44
-8,yjjI,ECOR53_03142,CDS,251538,253088,+,ECOR53_PROKKA,holD,core,44
-7,yjjW,ECOR53_03143,CDS,253219,253923,+,ECOR53_PROKKA,holD,core,44
-6,yjjV,ECOR53_03144,CDS,254140,254919,-,ECOR53_PROKKA,holD,core,44
-5,,ECOR53_03145,CDS,254916,255989,-,ECOR53_PROKKA,holD,non_core,1
-4,,ECOR53_03146,CDS,256113,256274,-,ECOR53_PROKKA,holD,core,44
-3,osmY_1,ECOR53_03147,CDS,256401,257006,-,ECOR53_PROKKA,holD,core,44
-2,prfC,ECOR53_03148,CDS,257408,259024,-,ECOR53_PROKKA,holD,core,44
-1,yjjG,ECOR53_03149,CDS,259088,259765,-,ECOR53_PROKKA,holD,core,44
0,rimI,ECOR53_03150,CDS,259780,260226,-,ECOR53_PROKKA,holD,core,44
1,holD,ECOR53_03151,CDS,260195,260608,-,ECOR53_PROKKA,holD,non_core,1
2,rsmC,ECOR53_03152,CDS,260711,261742,+,ECOR53_PROKKA,holD,core,44
3,,ECOR53_03156,CDS,262413,262649,-,ECOR53_PROKKA,holD,non_core,1
4,fhuF,ECOR53_03157,CDS,262790,263575,+,ECOR53_PROKKA,holD,non_core,1
5,bglJ,ECOR53_03158,CDS,263612,264289,-,ECOR53_PROKKA,holD,non_core,1
6,yjjQ,ECOR53_03159,CDS,264247,264972,-,ECOR53_PROKKA,holD,non_core,39
7,yjjP,ECOR53_03160,CDS,265600,266370,+,ECOR53_PROKKA,holD,core,44
8,,ECOR53_03161,CDS,266361,266834,+,ECOR53_PROKKA,holD,core,44
9,dnaT,ECOR53_03162,CDS,266941,267480,+,ECOR53_PROKKA,holD,core,44
-9,degP,2b84de5415a5ca9477dbe99a5510e5bf_357,CDS,191222,192646,+,CFT073,ispU,core,44
-8,tnpA,2b84de5415a5ca9477dbe99a5510e5bf_359,CDS,192832,193290,+,CFT073,ispU,non_core,1
-7,cdaR,2b84de5415a5ca9477dbe99a5510e5bf_361,CDS,193512,194669,+,CFT073,ispU,core,44
-6,yaeH,2b84de5415a5ca9477dbe99a5510e5bf_363,CDS,194722,195108,-,CFT073,ispU,core,44
-5,dapD,2b84de5415a5ca9477dbe99a5510e5bf_365,CDS,195420,196244,-,CFT073,ispU,core,44
-4,glnD,2b84de5415a5ca9477dbe99a5510e5bf_367,CDS,196275,198947,-,CFT073,ispU,core,44
-3,map,2b84de5415a5ca9477dbe99a5510e5bf_369,CDS,199009,199803,-,CFT073,ispU,core,44
-2,rpsB,2b84de5415a5ca9477dbe99a5510e5bf_371,CDS,200171,200896,+,CFT073,ispU,core,44
-1,tsf,2b84de5415a5ca9477dbe99a5510e5bf_373,CDS,201031,201882,+,CFT073,ispU,core,44
0,pyrH,2b84de5415a5ca9477dbe99a5510e5bf_375,CDS,202029,202754,+,CFT073,ispU,core,44
1,frr,2b84de5415a5ca9477dbe99a5510e5bf_377,CDS,202904,203461,+,CFT073,ispU,core,44
2,ispC,2b84de5415a5ca9477dbe99a5510e5bf_379,CDS,203553,204749,+,CFT073,ispU,core,44
3,ispU,2b84de5415a5ca9477dbe99a5510e5bf_381,CDS,204938,205695,+,CFT073,ispU,unknown,
4,cdsA,2b84de5415a5ca9477dbe99a5510e5bf_383,CDS,205708,206565,+,CFT073,ispU,core,44
5,rseP,2b84de5415a5ca9477dbe99a5510e5bf_385,CDS,206577,207929,+,CFT073,ispU,core,44
6,bamA,2b84de5415a5ca9477dbe99a5510e5bf_387,CDS,207959,210391,+,CFT073,ispU,core,44
7,skp,2b84de5415a5ca9477dbe99a5510e5bf_389,CDS,210513,210998,+,CFT073,ispU,core,44
8,lpxD,2b84de5415a5ca9477dbe99a5510e5bf_391,CDS,211002,212027,+,CFT073,ispU,core,44
9,fabZ,2b84de5415a5ca9477dbe99a5510e5bf_393,CDS,212132,212587,+,CFT073,ispU,core,44
-9,ykfM,9d38f563c3a26fdef9221ebcd767f53a_463,CDS,238257,238736,-,MG1655,lafU,non_core,6
-8,yafV,9d38f563c3a26fdef9221ebcd767f53a_467,CDS,239419,240189,-,MG1655,lafU,core,44
-7,ivy,9d38f563c3a26fdef9221ebcd767f53a_469,CDS,240343,240816,+,MG1655,lafU,core,44
-6,fadE,9d38f563c3a26fdef9221ebcd767f53a_471,CDS,240859,243303,-,MG1655,lafU,core,44
-5,gmhA,9d38f563c3a26fdef9221ebcd767f53a_473,CDS,243543,244121,+,MG1655,lafU,core,44
-4,yafJ,9d38f563c3a26fdef9221ebcd767f53a_475,CDS,244327,245094,+,MG1655,lafU,core,44
-3,ldtF,9d38f563c3a26fdef9221ebcd767f53a_477,CDS,245065,245805,-,MG1655,lafU,core,44
-2,yafQ,9d38f563c3a26fdef9221ebcd767f53a_479,CDS,245961,246239,-,MG1655,lafU,non_core,11
-1,dinJ,9d38f563c3a26fdef9221ebcd767f53a_481,CDS,246242,246502,-,MG1655,lafU,non_core,11
0,yafL,9d38f563c3a26fdef9221ebcd767f53a_483,CDS,246712,247461,+,MG1655,lafU,core,44
